ref,PDF_id,article_type,authors,article_title,source_title,pub_year,doi,lead_author_institution_type,lead_author_affiliation,study_country,study_region,koaro,inanga, giant_kokopu,shortjaw_kokopu,banded_kokopu,spotted_galaxias,spatial_extent,spatial_extent_km,temporal,period_yrs,preiod_frq,survey,model,experiment,ex_field,ex_lab,review,review_method,method_other,diet,predation,competition,metabolism,disease,parasites,behaviour,movement ,migration,morphology,evolution,spawning,riparain,growth,genetics,eggs,larvae,juveniles,adults,demographics,sex_ratio,fecundity,mortality,age_size_structure,abundance_density,physiochemical_habitat,landuse,aquaculture,harvesting,method_development,conservation,restoration,invasive species,climate_change,stream,lake,ocean,landlocked,notes
213,289,J,Semenas L. Trejo A.,"Redescription of Acanthocephalus Tumescens (von Linstow, 1896) (Palaeacanthocephala: Echinorhynchidae) in Galaxias Maculatus (Pisces: Galaxiidae) in Patagonia (Argentina)",Systematic Parasitology,1997,10.1023/A:1005725919148,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,40,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,na,
190,263,J,Rowe D. Hicks M. Richardson J.,Reduced Abundance of Banded Kokopu (Galaxias Fasciatus) and Other Native Fish in Turbid Rivers of the North Island of New Zealand,New Zealand Journal of Marine and Freshwater Research,2000,10.1080/00288330.2000.9516956,CRI,NIWA,NZ,"BoP, Whanganui, Hawkes Bay, Waikato",n,n,n,n,n,n,regional,250,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
69,110,J,Urbina MA. Glover CN.,Relationship Between Fish Size and Metabolic Rate in the Oxyconforming Inanga Galaxias Maculatus Reveals Size-Dependent Strategies to Withstand Hypoxia,Physiological and Biochemical Zoology,2013,10.1086/673727,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,lab,na,n,na,na,n,na,y,n,y,n,na,respirometry,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
253,337,J,Chessman BC. Williams WD.,"Salinity Tolerance and Osmoregulatory Ability of Galaxias-Maculatus (Jenyns) (Pisces, Salmoniformes, Galaxiidae)",Freshwater Biology,1975,10.1111/j.1365-2427.1975.tb00127.x,tertiary,Monash University,Australia,Victoria,y,n,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,toxocology,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
186,257,J,Baker CF. Montgomery JC.,"Sensory Deficits Induced by Cadmium in Banded Kokopu, Galaxias Fasciatus, Juveniles",Environmental Biology of Fishes,2001,10.1023/A:1012290912326,tertiary,UoA,NZ,Waikato,n,n,n,n,y,n,lab,0.002,n,na,na,n,n,y,n,y,n,na,odour,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
104,162,J,Hale R. Swearer SE. Downes BJ.,Separating Natural Responses from Experimental Artefacts: Habitat Selection by a Diadromous Fish Species using Odours from Conspecifics and Natural Stream Water,Oecologia,2009,10.1007/s00442-008-1248-y,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,y,semi-quantative,odour,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
82,127,J,Urbina MA. Glover CN.,"Should i Stay or Should i Go?: Physiological, Metabolic and Biochemical Consequences of Voluntary Emersion Upon Aquatic Hypoxia in the Scaleless Fish Galaxias Maculatus",Journal of Comparative Physiology b-Biochemical Systems and Environmental Physiology,2012,10.1007/s00360-012-0678-3,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,lab,0.0002,y,na,4,n,n,y,n,y,n,na,hypoxia,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
141,209,J,Eikaas HS. Kliskey AD. Mcintosh AR.,Spatial Modeling and Habitat Quantification for Two Diadromous Fish in New Zealand Streams: Gis-Based Approach with Application for Conservation Management,Environmental Management,2005,10.1007/s00267-004-0208-5,tertiary,UoC,NZ,Canterbury,y,n,n,n,y,n,regional,40,n,na,na,y,n,n,n,n,n,na,GIS,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
159,228,J,David BO. Stoffels RJ.,Spatial Organisation and Behavioural Interaction of Giant Kokopu (Galaxias Argenteus) in Two Stream Pools Differing in Fish Density,New Zealand Journal of Marine and Freshwater Research,2003,10.1080/00288330.2003.9517169,tertiary,UoO,NZ,Otago,n,n,y,n,n,n,reach,0.3,n,na,na,y,n,n,n,n,n,na,na,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
242,324,J,Mitchell CP. Penlington BP.,"Spawning of Galaxias-Fasciatus Gray (Salmoniformes, Galaxiidae)",New Zealand Journal of Marine and Freshwater Research,1982,10.1080/00288330.1982.9515955,govt,MAF,NZ,Waikato,n,n,n,n,y,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,spawning behaviour
187,258,J,Baker CF. Montgomery JC.,Species-Specific Attraction of Migratory Banded Kokopu Juveniles to Adult Pheromones,Journal of Fish Biology,2001,10.1006/jfbi.2000.1528,tertiary,UoA,NZ,Waikato,n,n,n,n,y,n,lab,0.002,n,na,na,n,n,y,n,y,n,na,odour,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
263,347,J,Benzie V.,Stages in the Normal Development of Galaxias Maculatus Attenuatus (Jenyns),New Zealand Journal of Marine and Freshwater Research,1968,10.1080/00288330.1968.9515260,tertiary,UoC,NZ,na,n,y,n,n,n,n,na,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,,n,n,n,n,na,na,na,na,
198,273,J,Viozzi G. Flores V. De Nunez MO.,"Steganoderma Szidati N. Sp (Trematoda : Zoogonidae) from Galaxias Maculatus (Jenyns) and G. Platei Steindachner in Patagonia, Argentina",Systematic Parasitology,2000,10.1023/A:1006390003572,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,340,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,y,
194,269,J,Glova GJ. Sagar PM.,"Summer Spatial Patterns of the Fish Community in a Large, Shallow, Turbid Coastal Lake",New Zealand Journal of Marine and Freshwater Research,2000,10.1080/00288330.2000.9516953,CRI,NIWA,NZ,Canterbury,n,y,n,n,n,n,basin,25,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,y,n,n,
237,318,J,Mitchell CP.,Swimming Performances of some Native Freshwater Fishes,New Zealand Journal of Marine and Freshwater Research,1989,10.1080/00288330.1989.9516354,govt,MAF,NZ,Waikato,n,y,n,n,y,n,lab,0.015,n,na,na,n,n,y,n,y,n,na,swimming,n,n,n,n,n,n,n,y,n,n,n,n,n,n,,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
90,137,J,Hickford MJH. Schiel DR.,"Synergistic Interactions Within Disturbed Habitats Between Temperature, Relative Humidity and Uvb Radiation on Egg Survival in a Diadromous Fish",Plos One,2011,10.1371/journal.pone.0024318,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,reach,na,n,na,na,n,n,y,y,n,n,na,habitat manipulation,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,y,y,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,
215,291,J,Mcdowall RM. Main MR. West DW. Lyon GL.,"Terrestrial and Benthic Foods in the Diet of the Shortjawed Kokopu, Galaxias Postvectis Clarke (Teleostei: Galaxiidae)",New Zealand Journal of Marine and Freshwater Research,1996,10.1080/00288330.1996.9516713,CRI,NIWA,NZ,"BoP, West Coast, Manawatu-Whanganui, Marlborough, Waikato",n,n,n,y,n,n,regional,850,n,na,na,y,n,n,n,n,n,na,SIA,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
255,339,J,Pollard DA.,The Biology of a Landlocked Form of the Normally Catadromous Salmoniform Fish Galaxias Maculatus (Jenyns) Vi. Effects of Cestode and Nematode Parasites,Marine and Freshwater Research,1974,10.1071/MF9740105,tertiary,Monash University,Australia,Victoria,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
272,366,J,Pollard DA.,The biology of a landlocked form of the normally catadromous salrnoniform fish Galaxias maculatus (Jenyns) II. Morphology and systematic relationships,Australian Journal of Marine and Freshwater Research,1971,10.1071/MF9710125,tertiary,Monash University,Australia,Victoria,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
273,367,J,Pollard DA.,The biology of a landlocked form of the normally catadromous salrnoniform fish Galaxias maculatus (Jenyns) III. Structure of the gonads,Australian Journal of Marine and Freshwater Research,1972,10.1071/MF9720017,tertiary,Monash University,Australia,Victoria,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
278,372,J,Chessman BC. Williams WD.,"The distribution of fish in inland saline waters of Victoria, Australia",Australian Journal of Marine and Freshwater Research,1974,10.1071/MF9740167,tertiary,Monash University,Australia,Victoria,n,y,n,n,n,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,
149,217,J,Cussac V. Ortubay S. Iglesias G. Milano D. Lattuca ME. Barriga JP. Battini M. Gross M.,The Distribution of South American Galaxiid Fishes: The Role of Biological Traits and Post-Glacial History,Journal of Biogeography,2004,10.1046/j.0305-0270.2003.01000.x,tertiary,Universidad Nacional del Comahue,"Chile, Argentina",na,n,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,y,
266,359,J,Fletcher JH.,The edible fish of Taupo-nui-a-Tia,Transactions of the New Zealand Institute,1919,keep,na,na,NZ,Waikato,y,y,n,n,y,n,basin,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,y,n,n,
140,208,J,Eikaas H. Harding JS. Kliskey AD. Mcintosh AR.,The Effect of Terrestrial Habitat Fragmentation on Fish Populations in Small Streams: a Case Study from New Zealand,Norsk Geografisk Tidsskrift,2005,10.1080/00291950500375351,tertiary,UoC,NZ,West Coast,n,n,n,n,y,n,regional,5,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
15,25,J,Delgado ML. Gorski K. Habit E. Ruzzante DE.,The Effects of Diadromy and Its Loss on Genomic Divergence: The Case of Amphidromous Galaxias Maculatus Populations,Molecular Ecology,2019,10.1111/mec.15290,tertiary,Dalhousie University,Chile,"Magallanes, AysÈn, Los Lagos, Los RÌos, AraucanÌa, BiobÌo",n,y,n,n,n,n,regional,1600,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
267,360,J,McDowall RM.,The galaxiid fishes of New Zealand,"Bulletin of the Museum of Comparative Zoology, Harvard",1970,keep,govt,NZ Marine Department,NZ,"Southland, Otago, Canterbury, West Coast, Nelson-Tasman, Marlborough, Wellington, Manawatu-Whanganui, Taranaki, Hawke's Bay, BoP, Waikato, Auckland",y,y,y,y,y,n,regional,1400,n,na,na,y,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,y,
260,344,J,Mcdowall RM.,The Galaxiid Fishes of South America,Zoological Journal of the Linnean Society,1971,10.1111/j.1096-3642.1971.tb00751.x,CRI,NIWA,"Chile, Argentina",na,n,y,n,n,n,n,international,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,,n,n,n,n,n,y,y,n,y,
58,91,J,Urbina MA. Meredith AS. Glover CN. Forster ME.,The Importance of Cutaneous Gas Exchange During Aerial and Aquatic Respiration in Galaxiids,Journal of Fish Biology,2014,10.1111/jfb.12303,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,respirometry,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
148,216,J,Bonnett ML. Mcintosh AR.,The Influence of Juvenile Brown Trout (Salmo Trutta) on Habitat Use of Inanga (Galaxias Maculatus) in a Stream Simulator,Journal of the Royal Society of New Zealand,2004,10.1080/03014223.2004.9517772,CRI,NIWA,NZ,Canterbury,n,y,n,n,n,n,lab,0.01,n,na,na,n,n,y,n,y,n,na,interaction,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,
27,42,B,Jones P. Closs G.,The Introduction of Brown Trout to New Zealand and their Impact on Native Fish Communities,"Brown Trout: Life History, Ecology and Management",2017,10.1002/9781119268352.ch21,tertiary,UoO,NZ,na,y,y,y,y,y,n,regional,na,na,na,na,n,n,n,n,n,y,narrative,na,n,y,y,n,n,n,y,n,n,n,n,n,n,y,n,n,n,y,y,y,,y,y,y,y,n,n,n,n,n,n,n,y,n,na,na,na,na,
135,203,J,Mcdowall RM. Charteris SC.,The Possible Adaptive Advantages of Terrestrial Egg Deposition in some Fluvial Diadromous Galaxiid Fishes (Teleostei : Galaxiidae),Fish and Fisheries,2006,10.1111/j.1467-2979.2006.00217.x,CRI,NIWA,Southern hemispere,na,y,y,y,y,y,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,y,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
168,239,J,Baker CF. Montgomery JC. Dennis TE.,The Sensory Basis of Olfactory Search Behavior in Banded Kokopu (Galaxias Fasciatus),Journal of Comparative Physiology a-Neuroethology Sensory Neural and Behavioral Physiology,2002,10.1007/s00359-002-0329-3,CRI,NIWA,NZ,Auckland,n,n,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,odour,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
259,343,J,Mcdowall RM.,The Species Problem in Freshwater Fishes and the Taxonomy of Diadromous and Lacustrine Populations of Galaxias Maculatus (Jenyns),Journal of the Royal Society of New Zealand,1972,10.1080/03036758.1972.10421820,govt,MAF,NZ,Canterbury,n,y,n,n,n,n,international,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
294,387,J,Johnson CR. White RW.,The variation in non-specific esterases in the white muscles of two species of Galaxias in Tasmania,Biochemical Systematics and Ecology,1981,10.1016/0305-1978(81)90046-6,tertiary,University of Tasmania,Australia,Tasmania,n,n,n,n,n,y,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
230,311,J,Boubee JA. Schicker KP. Stancliff AG.,"Thermal Avoidance in Inanga, Galaxias-Maculatus (Jenyns), from the Waikato River, New-Zealand",New Zealand Journal of Marine and Freshwater Research,1991,10.1080/00288330.1991.9516468,govt,MAF,NZ,Waikato,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,temperature,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
173,244,J,David B.,"Threatened Fishes of the World: Galaxias Argenteus (Gmelin, 1789) (Galaxiidae)",Environmental Biology of Fishes,2002,10.1023/A:1014990830642,tertiary,UoO,NZ,na,n,n,y,n,n,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,n,n,n,n,y,y,n,y,n,y,n,y,n,y,y,y,y,n,n,n,n,n,n,y,n,n,y,n,n,n,y,n,y,y,y,y,
202,277,J,Reebs SG.,"Time-Place Learning Based on Food but not on Predation Risk in a Fish, the Inanga (Galaxias Maculatus)",Ethology,1999,10.1046/j.1439-0310.1999.00390.x,tertiary,Universite de Moncton,NZ,Otago,n,y,n,n,n,n,lab,0.001,y,na,2,n,n,y,n,y,n,na,feeding,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
191,266,J,Allibone RM. Caskey D.,"Timing and Habitat of Koaro (Galaxias Brevipinnis) Spawning in Streams Draining Mt Taranaki, New Zealand",New Zealand Journal of Marine and Freshwater Research,2000,10.1080/00288330.2000.9516960,CRI,NIWA,NZ,Waikato,y,n,n,n,n,n,reach,0.05,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,descrition of koaro spawning site 
14,24,J,David BO. Jarvis M. Ozkundakci D. Collier KJ. Hicks AS. Reid M.,To Sea or not to Sea? Multiple Lines of Evidence Reveal the Contribution of Non-Diadromous Recruitment for Supporting Endemic Fish Populations Within New Zealand's Longest River,Aquatic Conservation-Marine and Freshwater Ecosystems,2019,10.1002/aqc.3022,council,Waikato Regional Council ,NZ,Waikato,n,y,y,n,y,n,basin,40,n,na,na,y,n,n,n,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,show non-diadromy even when acess to the sea is possible for all three species
81,126,J,Semmens D. Swearer SE.,Trade-Offs Obscure the Relationship Between Egg Size and Larval Traits in the Diadromous Fish Galaxias Maculatus,Marine Ecology Progress Series,2012,10.3354/meps09814,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,lab,na,n,na,na,y,n,y,n,y,n,na,na,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
59,93,J,Watanabe S. Iida M. Lord C. Keith P. Tsukamoto K.,"Tropical and Temperate Freshwater Amphidromy: a Comparison Between Life History Characteristics of Sicydiinae, Ayu, Sculpins and Galaxiids",Reviews in Fish Biology and Fisheries,2014,10.1007/s11160-013-9316-8,tertiary,Nihon University,Southern hemispere,na,y,y,y,y,y,n,na,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,n,n,,n,n,n,n,n,y,y,y,y,review of amphidromy 
129,196,J,Baker CF. Boubee JAT.,Upstream Passage of Inanga Galaxias Maculatus and Redfin Bullies Gobiomorphus Huttoni over Artificial Ramps,Journal of Fish Biology,2006,10.1111/j.1095-8649.2006.01138.x,CRI,NIWA,NZ,Waikato,n,y,n,n,n,n,lab,0.00235,n,na,na,n,n,y,n,y,n,na,passage,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,,,,,
23,34,J,Orchard DSE. Hickford MJH. Schiel DR.,"Use of Artificial Habitats to Detect Spawning Sites for the Conservation of Galaxias Maculatus, a Riparian-Spawning Fish",Ecological Indicators,2018,10.1016/j.ecolind.2018.03.061,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,regional,10,n,na,na,n,n,y,y,n,n,na,habitat manipulation,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,use of straw bales to detect spawning
166,237,J,Rowe DK. Smith J.,"Use of in-Stream Cover Types by Adult Banded Kokopu (Galaxias Fasciatus) in First-Order North Island, New Zealand, Streams",New Zealand Journal of Marine and Freshwater Research,2003,10.1080/00288330.2003.9517188,CRI,NIWA,NZ,Waikato,n,n,n,n,y,n,regional,20,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,
56,88,J,Jellyman PG. Harding JS.,Variable Survival Across Low Ph Gradients in Freshwater Fish Species,Journal of Fish Biology,2014,10.1111/jfb.12497,tertiary,UoC,NZ,West Coast,y,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,toxocology,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,
163,233,J,Mcdowall RM.,"Variation in Vertebral Number in Galaxiid Fishes (Teleostei : Galaxiidae): a Legacy of Life History, Latitude and Length",Environmental Biology of Fishes,2003,10.1023/A:1023902922843,CRI,NIWA,Southern hemispere,na,y,y,y,y,y,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,
152,221,J,Mcdowall RM.,"Variation in Vertebral Number in Galaxiid Fishes, How Fishes Swim and a Possible Reason for Pleomerism",Reviews in Fish Biology and Fisheries,2003,10.1023/B:RFBF.0000033121.97066.c1,CRI,NIWA,Southern hemispere,na,y,y,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,
21,32,J,Gorski K. Habit EM. Pingram MA. Manosalva AJ.,Variation of the Use of Marine Resources by Galaxias Maculatus in Large Chilean Rivers,Hydrobiologia,2018,10.1007/s10750-015-2542-4,tertiary,Universidad CatÛlica de la SantÌsima ConcepciÛn,Chile,"AysÈn, Los Lagos, Los RÌos, AraucanÌa, BiobÌo",n,y,n,n,n,n,regional,1250,n,na,na,y,n,n,n,n,n,na,SIA,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
234,315,J,Mcdowall RM.,when Galaxiid and Salmonid Fishes Meet‚Äìa Family Reunion in New Zealand,Journal of Fish Biology,1990,10.1111/j.1095-8649.1990.tb05018.x,govt,MAF,NZ,na,y,y,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,y,
256,340,J,Gosztonyi AE. Mcdowall RM.,Zoogeography of Galaxias-Maculatus in South-America,Copeia,1974,10.2307/1442601,govt,Instituto de Investigaciones Biofisicas,Argentina,Patagonia,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
